resolution	date	title	session	agendaItem	content	keywords
E/RES/2020/12	24 July 2020	Assessment Of The Progress Made In The Implementation Of And Follow-Up To The Outcomes Of The World Summit On The Information Society : Resolution / Adopted By The Economic And Social Council	2020	Assessment of the progress made in the implementation 	31. Emphasizes, in this regard, the vital importance of multilingualism and local content in the information society, and urges all stakeholders to encourage the creation of, and access to, educational, cultural and scientific content online so as to promote quality of access and ensure that all people and cultures can express themselves and have access to the Internet in all languages, including indigenous languages;	['information', 'indigenous', 'culture', 'language']
E/RES/2020/12	24 July 2020	Assessment Of The Progress Made In The Implementation Of And Follow-Up To The Outcomes Of The World Summit On The Information Society : Resolution / Adopted By The Economic And Social Council	2020	Assessment of the progress made in the implementation 	32. Recognizes the importance of human capacity-building, an enabling environment and resilient information and communications technology infrastructure, as well as fostering multi-stakeholder partnerships, and assistance to countries in their efforts to strengthen the enabling role of information and communications technology for the attainment of the Sustainable Development Goals; 	['information']
E/RES/2020/12	24 July 2020	Assessment Of The Progress Made In The Implementation Of And Follow-Up To The Outcomes Of The World Summit On The Information Society : Resolution / Adopted By The Economic And Social Council	2020	Assessment of the progress made in the implementation 	33. Urges a continued focus on maximizing development gains from ecommerce, through the eTrade for All initiative, which provides a new approach to trade development through electronic exchanges by allowing developing countries to more easily navigate the supply of technical assistance for building capacity in ecommerce readiness and by enabling donors to have a clear picture of the programmes that they could fund;	[]
E/RES/2020/12	24 July 2020	Assessment Of The Progress Made In The Implementation Of And Follow-Up To The Outcomes Of The World Summit On The Information Society : Resolution / Adopted By The Economic And Social Council	2020	Assessment of the progress made in the implementation 	34. Recognizes, in this regard, that the United Nations Conference on Trade and Development has initiated and implemented rapid e-trade readiness assessments of least developed countries in cooperation with other donors and organizations in order to raise awareness of opportunities and challenges related to leveraging ecommerce in the least developed countries; 	[]
E/RES/2020/12	24 July 2020	Assessment Of The Progress Made In The Implementation Of And Follow-Up To The Outcomes Of The World Summit On The Information Society : Resolution / Adopted By The Economic And Social Council	2020	Assessment of the progress made in the implementation 	35. Notes that the fourth session of the Intergovernmental Group of Experts on E-commerce and the Digital Economy will be held in the last quarter of 2020; 	[]
E/RES/2020/12	24 July 2020	Assessment Of The Progress Made In The Implementation Of And Follow-Up To The Outcomes Of The World Summit On The Information Society : Resolution / Adopted By The Economic And Social Council	2020	Assessment of the progress made in the implementation 	36. Takes note of the global report of the Broadband Commission for Sustainable Development, entitled The State of Broadband 2019: Broadband as a Foundation for Sustainable Development, and notes with interest the continuous efforts of the Broadband Commission in promoting high-level advocacy for the establishment of an enabling environment for broadband connectivity, in particular through national broadband plans and public-private partnerships for ensuring that the development agenda challenges are met with appropriate impact and in conjunction with all stakeholders; 	[]
E/RES/2020/12	24 July 2020	Assessment Of The Progress Made In The Implementation Of And Follow-Up To The Outcomes Of The World Summit On The Information Society : Resolution / Adopted By The Economic And Social Council	2020	Assessment of the progress made in the implementation 	37. Notes the launching by the Broadband Commission for Sustainable Development of the 2025 targets to support “connecting the other half” and to help to bring online the 3.8 billion of the world’s people who are not connected to the Internet;	[]
E/RES/2020/12	24 July 2020	Assessment Of The Progress Made In The Implementation Of And Follow-Up To The Outcomes Of The World Summit On The Information Society : Resolution / Adopted By The Economic And Social Council	2020	Assessment of the progress made in the implementation 	38. Recognizes that the digital economy and emerging technologies have enormous potential for social good, the implementation of World Summit outcomes and the achievement of the Sustainable Development Goals; 	[]
E/RES/2020/12	24 July 2020	Assessment Of The Progress Made In The Implementation Of And Follow-Up To The Outcomes Of The World Summit On The Information Society : Resolution / Adopted By The Economic And Social Council	2020	Assessment of the progress made in the implementation 	39. Welcomes the many initiatives of United Nations organizations that support the implementation of the World Summit action lines, and encourages all action line facilitators to continue to work towards implementation of the action lines;	[]
E/RES/2020/12	24 July 2020	Assessment Of The Progress Made In The Implementation Of And Follow-Up To The Outcomes Of The World Summit On The Information Society : Resolution / Adopted By The Economic And Social Council	2020	Assessment of the progress made in the implementation 	40. Also welcomes the work of the Information for All Programme of the United Nations Educational, Scientific and Cultural Organization, which aims to assist Member States in formulating policies to bridge the digital divide and ensure equitable knowledge societies, and further welcomes the holding of Global Media and Information Literacy Week, from 24 to 31 October each year; 	['information']
E/RES/2020/12	24 July 2020	Assessment Of The Progress Made In The Implementation Of And Follow-Up To The Outcomes Of The World Summit On The Information Society : Resolution / Adopted By The Economic And Social Council	2020	Assessment of the progress made in the implementation 	41. Recognizes the work of the International Telecommunication Union, including the holding of its Plenipotentiary Conference in Dubai, United Arab Emirates, from 29 October to 16 November 2018, at which the membership reaffirmed its commitment to the common vision of a connected world, and welcomes its work to support the deployment of broadband wireless networks in developing countries, including the training of local experts;	[]
E/RES/2020/12	24 July 2020	Assessment Of The Progress Made In The Implementation Of And Follow-Up To The Outcomes Of The World Summit On The Information Society : Resolution / Adopted By The Economic And Social Council	2020	Assessment of the progress made in the implementation 	42. Notes that the seventeenth World Telecommunication/Information and Communications Technology Indicators Symposium will be held in Geneva from 1 to 3 December 2020; 	['information']
E/RES/2020/12	24 July 2020	Assessment Of The Progress Made In The Implementation Of And Follow-Up To The Outcomes Of The World Summit On The Information Society : Resolution / Adopted By The Economic And Social Council	2020	Assessment of the progress made in the implementation 	43. Recognizes the work of the Food and Agriculture Organization of the United Nations to promote digital inclusion in Africa and other regions to support poverty reduction and food security;	['culture']
E/RES/2020/12	24 July 2020	Assessment Of The Progress Made In The Implementation Of And Follow-Up To The Outcomes Of The World Summit On The Information Society : Resolution / Adopted By The Economic And Social Council	2020	Assessment of the progress made in the implementation 	44. Also recognizes the work of the International Labour Organization on the impact on jobs caused by technological change;	[]
E/RES/2020/12	24 July 2020	Assessment Of The Progress Made In The Implementation Of And Follow-Up To The Outcomes Of The World Summit On The Information Society : Resolution / Adopted By The Economic And Social Council	2020	Assessment of the progress made in the implementation 	45. Further recognizes the work of the Global Observatory for eHealth of the World Health Organization, including its consideration of how m-health, telehealth, electronic health records and e-learning can contribute to the goals of universal health coverage;	[]
E/RES/2020/12	24 July 2020	Assessment Of The Progress Made In The Implementation Of And Follow-Up To The Outcomes Of The World Summit On The Information Society : Resolution / Adopted By The Economic And Social Council	2020	Assessment of the progress made in the implementation 	46. Recognizes the work of the United Nations Development Programme, including the publication of its Digital Strategy, which is aimed at applying the potential of digital technology to support the achievement of the Sustainable Development Goals; 	[]
E/RES/2020/12	24 July 2020	Assessment Of The Progress Made In The Implementation Of And Follow-Up To The Outcomes Of The World Summit On The Information Society : Resolution / Adopted By The Economic And Social Council	2020	Assessment of the progress made in the implementation 	47. Notes the publication of the Secretary-General’s strategy on new technologies on how the United Nations system will support the use of new technologies to accelerate the achievement of the 2030 Agenda and to facilitate their alignment with the values enshrined in the Charter, the Universal Declaration of Human Rights2 and the norms and standards of international law;	['standard']
E/RES/2020/12	24 July 2020	Assessment Of The Progress Made In The Implementation Of And Follow-Up To The Outcomes Of The World Summit On The Information Society : Resolution / Adopted By The Economic And Social Council	2020	Assessment of the progress made in the implementation 	48. Reiterates the commitment to harnessing the potential of information and communications technologies to achieve the 2030 Agenda and other internationally agreed development goals, noting that they can accelerate progress across all 17 Sustainable Development Goals, accordingly urges all Governments, the private sector, civil society, international organizations, the technical and academic communities and all other relevant stakeholders to integrate information and communications technologies into their approaches to implementing the Goals, and requests United Nations system entities facilitating the World Summit action lines to review their reporting and workplans to support the implementation of the 2030 Agenda;	['information']
E/RES/2020/12	24 July 2020	Assessment Of The Progress Made In The Implementation Of And Follow-Up To The Outcomes Of The World Summit On The Information Society : Resolution / Adopted By The Economic And Social Council	2020	Assessment of the progress made in the implementation 	49. Notes with great concern the fact that women are 17 per cent less likely than men to make use of the Internet, and 43 per cent less likely to do so in the least developed countries, draws attention to the gender digital divide, which persists in women’s access to and use of information and communications technologies, including in education, employment and other areas of economic and social development, and, in line with Sustainable Development Goal 5 on achieving gender equality and empowering all women and girls, calls upon Member States to adopt all appropriate measures, especially by significantly enhancing women’s and girls’ education and participation in information and communications technologies, as users, content creators, employees, entrepreneurs, innovators and leaders; 	['information']
E/RES/2020/12	24 July 2020	Assessment Of The Progress Made In The Implementation Of And Follow-Up To The Outcomes Of The World Summit On The Information Society : Resolution / Adopted By The Economic And Social Council	2020	Assessment of the progress made in the implementation 	50. Notes the many initiatives targeted at closing the gender digital divide, including, among others, International Girls in ICT Day (International Telecommunication Union), the Global Partnership for Gender Equality in the Digital Age (the EQUALS initiative), the EQUALS in Tech Awards (International Telecommunication Union and United Nations Entity for Gender Equality and the Empowerment of Women), the eTrade for Women Network (United Nations Conference on Trade and Development), Gender-Sensitive Indicators for Media (United Nations Educational, Scientific and Cultural Organization), Women on the Homepage (United Nations Educational, Scientific and Cultural Organization), the Global Survey on Gender and Media (United Nations Educational, Scientific and Cultural Organization), the Broadband Commission Working Group on Broadband and Gender, the Best Practice Forum on Gender and Access of the Internet Governance Forum, the work being done in the World Summit on the Information Society Forum on gender issues and the work of the World Bank in a number of countries promoting opportunities for women and girls in information and communications technologies, as well as the work of many other stakeholders on this issue; 	['information']
E/RES/2020/12	24 July 2020	Assessment Of The Progress Made In The Implementation Of And Follow-Up To The Outcomes Of The World Summit On The Information Society : Resolution / Adopted By The Economic And Social Council	2020	Assessment of the progress made in the implementation 	51. Reaffirms the commitment to pay particular attention to the unique and emerging information and communications technology challenges facing all countries, in particular developing countries, as envisaged in the relevant paragraphs of General Assembly resolution 70/125; 	['information']
E/RES/2020/12	24 July 2020	Assessment Of The Progress Made In The Implementation Of And Follow-Up To The Outcomes Of The World Summit On The Information Society : Resolution / Adopted By The Economic And Social Council	2020	Assessment of the progress made in the implementation 	52. Notes that, while a solid foundation for capacity-building in information and communications technology has been laid in many areas with regard to building the information society, there is still a need for continuing efforts to address the ongoing challenges, especially for developing countries and the least developed countries, and draws attention to the positive impact of broadened capacity development that involves institutions, organizations and entities dealing with information and communications technologies and Internet governance issues;	['information', 'address']
E/RES/2020/12	24 July 2020	Assessment Of The Progress Made In The Implementation Of And Follow-Up To The Outcomes Of The World Summit On The Information Society : Resolution / Adopted By The Economic And Social Council	2020	Assessment of the progress made in the implementation 	53. Recognizes the need to focus on capacity development policies and sustainable support to further enhance the impact of activities and initiatives at the national and local levels aimed at providing advice, services and support, with a view to building an inclusive, people-centred and development-oriented information society;	['information']
E/RES/2020/12	24 July 2020	Assessment Of The Progress Made In The Implementation Of And Follow-Up To The Outcomes Of The World Summit On The Information Society : Resolution / Adopted By The Economic And Social Council	2020	Assessment of the progress made in the implementation 	54. Notes that topics continue to emerge, such as e-environment applications and the contribution of information and communications technologies to early warning, mitigating climate change, social networking, cultural and linguistic diversity, virtualization and cloud computing and services, mobile Internet and mobile-based services, community networks, cybersecurity, the gender gap, the protection of privacy and freedom of expression as defined in articles 17 and 19 of the International Covenant on Civil and Political Rights[footnoteRef:5] and the empowerment and protection, especially against cyberexploitation and abuse, of vulnerable groups of society, in particular children and young people; [5: See General Assembly resolution 2200 A (XXI), annex.] 	['information']
E/RES/2020/12	24 July 2020	Assessment Of The Progress Made In The Implementation Of And Follow-Up To The Outcomes Of The World Summit On The Information Society : Resolution / Adopted By The Economic And Social Council	2020	Assessment of the progress made in the implementation 	55. Reaffirms that, in the outcome document on the overall review of the implementation of the World Summit action lines, the General Assembly called for the World Summit on the Information Society Forum to be held annually,[footnoteRef:6] and recognizes the value of the Forum in enhancing cooperation, partnership, innovation and the exchange of experiences and good practices by all stakeholders in information and communications technologies for sustainable development; [6: See General Assembly resolution 70/125.] 	['information']
E/RES/2020/12	24 July 2020	Assessment Of The Progress Made In The Implementation Of And Follow-Up To The Outcomes Of The World Summit On The Information Society : Resolution / Adopted By The Economic And Social Council	2020	Assessment of the progress made in the implementation 	56. Notes the holding of the World Summit on the Information Society Forum 2019, hosted by the International Telecommunication Union and jointly organized by the Union, the United Nations Educational, Scientific and Cultural Organization, the United Nations Development Programme and the United Nations Conference on Trade and Development in Geneva from 8 to 12 April 2019, under the theme “Information and communications technologies for achieving the Sustainable Development Goals”, also notes the holding of the World Summit on the Information Society Forum 2020 under the theme “Fostering digital transformation and global partnerships: World Summit on the Information Society action lines for achieving the Sustainable Development Goals” in Geneva from 31 August to 4 September 2020, and further notes the open consultation process, which aims to ensure wide participation in and broad ownership of the Forum;	['information']
E/RES/2020/12	24 July 2020	Assessment Of The Progress Made In The Implementation Of And Follow-Up To The Outcomes Of The World Summit On The Information Society : Resolution / Adopted By The Economic And Social Council	2020	Assessment of the progress made in the implementation 	57. Encourages action line facilitators to use the Geneva Plan of Action[footnoteRef:7] as the framework for identifying practical measures to use information and communications technologies to help to achieve the 2030 Agenda, noting the World Summit on the Information Society-Sustainable Development Goals Matrix, developed by United Nations agencies; [7: See A/C.2/59/3, annex.] 	['information']
E/RES/2020/12	24 July 2020	Assessment Of The Progress Made In The Implementation Of And Follow-Up To The Outcomes Of The World Summit On The Information Society : Resolution / Adopted By The Economic And Social Council	2020	Assessment of the progress made in the implementation 	58. Encourages World Summit action line facilitators to ensure close alignment with the 2030 Agenda when considering new work to implement the outcomes of the World Summit, according to their existing mandates and resources; 	[]
E/RES/2020/12	24 July 2020	Assessment Of The Progress Made In The Implementation Of And Follow-Up To The Outcomes Of The World Summit On The Information Society : Resolution / Adopted By The Economic And Social Council	2020	Assessment of the progress made in the implementation 	59. Reiterates the importance of the call by the General Assembly for all stakeholders to integrate information and communications technologies into approaches to implementing the Sustainable Development Goals and its request to United Nations entities facilitating the World Summit action lines to review their reporting and workplans to support implementation of the 2030 Agenda;	['information']
E/RES/2020/12	24 July 2020	Assessment Of The Progress Made In The Implementation Of And Follow-Up To The Outcomes Of The World Summit On The Information Society : Resolution / Adopted By The Economic And Social Council	2020	Assessment of the progress made in the implementation 	Internet governance	[]
E/RES/2020/12	24 July 2020	Assessment Of The Progress Made In The Implementation Of And Follow-Up To The Outcomes Of The World Summit On The Information Society : Resolution / Adopted By The Economic And Social Council	2020	Assessment of the progress made in the implementation 	60. Reaffirms that the outcomes of the World Summit related to Internet governance, namely, the process towards enhanced cooperation and the convening of the Internet Governance Forum, are to be pursued by the Secretary-General through two distinct processes, and recognizes that the two processes may be complementary;	['name']
E/RES/2020/12	24 July 2020	Assessment Of The Progress Made In The Implementation Of And Follow-Up To The Outcomes Of The World Summit On The Information Society : Resolution / Adopted By The Economic And Social Council	2020	Assessment of the progress made in the implementation 	61. Also reaffirms paragraphs 34 to 37 and 67 to 72 of the Tunis Agenda for the Information Society;[footnoteRef:8] [8: See A/60/687.] 	['information']
E/RES/2020/12	24 July 2020	Assessment Of The Progress Made In The Implementation Of And Follow-Up To The Outcomes Of The World Summit On The Information Society : Resolution / Adopted By The Economic And Social Council	2020	Assessment of the progress made in the implementation 	62. Further reaffirms paragraphs 55 to 65 of General Assembly resolution 70/125;	[]
E/RES/2020/12	24 July 2020	Assessment Of The Progress Made In The Implementation Of And Follow-Up To The Outcomes Of The World Summit On The Information Society : Resolution / Adopted By The Economic And Social Council	2020	Assessment of the progress made in the implementation 	Enhanced cooperation	[]
E/RES/2020/12	24 July 2020	Assessment Of The Progress Made In The Implementation Of And Follow-Up To The Outcomes Of The World Summit On The Information Society : Resolution / Adopted By The Economic And Social Council	2020	Assessment of the progress made in the implementation 	63. Recognizes the importance of enhanced cooperation in the future, to enable Governments, on an equal footing, to carry out their roles and responsibilities in international public policy issues pertaining to the Internet, but not in the day-to-day technical and operational matters that do not have an impact on international public policy issues;	[]
E/RES/2020/12	24 July 2020	Assessment Of The Progress Made In The Implementation Of And Follow-Up To The Outcomes Of The World Summit On The Information Society : Resolution / Adopted By The Economic And Social Council	2020	Assessment of the progress made in the implementation 	64. Notes the work of the Working Group on Enhanced Cooperation, established by the Chair of the Commission on Science and Technology for Development as requested by the General Assembly in its resolution 70/125, to develop recommendations on how to further implement enhanced cooperation as envisioned in the Tunis Agenda, and also notes that the Working Group ensured the full involvement of Governments and other relevant stakeholders, in particular from developing countries, taking into account all their diverse views and expertise;	[]
E/RES/2020/12	24 July 2020	Assessment Of The Progress Made In The Implementation Of And Follow-Up To The Outcomes Of The World Summit On The Information Society : Resolution / Adopted By The Economic And Social Council	2020	Assessment of the progress made in the implementation 	65. Also notes that the Working Group held five meetings between September 2016 and January 2018, at which it discussed inputs from Member States and other stakeholders, as stipulated by the General Assembly in its resolution 70/125; 	[]
E/RES/2020/12	24 July 2020	Assessment Of The Progress Made In The Implementation Of And Follow-Up To The Outcomes Of The World Summit On The Information Society : Resolution / Adopted By The Economic And Social Council	2020	Assessment of the progress made in the implementation 	66. Takes note of the report of the Chair of the Working Group,[footnoteRef:9] which includes references to the full texts of all proposals and contributions, and expresses its gratitude to the Chair and all participants who submitted inputs and contributed to the work of the Working Group; [9: See E/CN.16/2018/CRP.3.] 	[]
E/RES/2020/12	24 July 2020	Assessment Of The Progress Made In The Implementation Of And Follow-Up To The Outcomes Of The World Summit On The Information Society : Resolution / Adopted By The Economic And Social Council	2020	Assessment of the progress made in the implementation 	67. Welcomes the good progress made by the Working Group in many areas and the fact that consensus seemed to emerge on some issues, while significant divergence of views on a number of other issues persisted, and in that regard regrets that the Working Group could not find agreement on recommendations on how to further implement enhanced cooperation as envisioned in the Tunis Agenda;	[]
E/RES/2020/12	24 July 2020	Assessment Of The Progress Made In The Implementation Of And Follow-Up To The Outcomes Of The World Summit On The Information Society : Resolution / Adopted By The Economic And Social Council	2020	Assessment of the progress made in the implementation 	Internet Governance Forum	[]
E/RES/2020/12	24 July 2020	Assessment Of The Progress Made In The Implementation Of And Follow-Up To The Outcomes Of The World Summit On The Information Society : Resolution / Adopted By The Economic And Social Council	2020	Assessment of the progress made in the implementation 	68. Recognizes the importance of the Internet Governance Forum and its mandate as a forum for multi-stakeholder dialogue on various matters, as reflected in paragraph 72 of the Tunis Agenda, including discussion on public policy issues related to key elements of Internet governance; 	[]
E/RES/2020/12	24 July 2020	Assessment Of The Progress Made In The Implementation Of And Follow-Up To The Outcomes Of The World Summit On The Information Society : Resolution / Adopted By The Economic And Social Council	2020	Assessment of the progress made in the implementation 	69. Recalls the decision of the General Assembly, in its resolution 70/125, to extend the mandate of the Internet Governance Forum for a further 10 years, during which time the Forum should continue to show progress on working modalities and the participation of relevant stakeholders from developing countries; 	[]
E/RES/2020/12	24 July 2020	Assessment Of The Progress Made In The Implementation Of And Follow-Up To The Outcomes Of The World Summit On The Information Society : Resolution / Adopted By The Economic And Social Council	2020	Assessment of the progress made in the implementation 	70. Recognizes that national and regional Internet Governance Forum initiatives have emerged, taking place in all regions and addressing Internet governance issues of relevance and priority to the organizing country or region;	['address']
E/RES/2020/12	24 July 2020	Assessment Of The Progress Made In The Implementation Of And Follow-Up To The Outcomes Of The World Summit On The Information Society : Resolution / Adopted By The Economic And Social Council	2020	Assessment of the progress made in the implementation 	71. Recalls General Assembly resolution 70/125, in which the Assembly called upon the Commission on Science and Technology for Development, within its regular reporting, to give due consideration to fulfilment of the recommendations contained in the report of the Working Group on Improvements to the Internet Governance Forum of the Commission;[footnoteRef:10] [10: A/67/65-E/2012/48 and A/67/65/Corr.1-E/2012/48/Corr.1.] 	[]
E/RES/2020/12	24 July 2020	Assessment Of The Progress Made In The Implementation Of And Follow-Up To The Outcomes Of The World Summit On The Information Society : Resolution / Adopted By The Economic And Social Council	2020	Assessment of the progress made in the implementation 	72. Notes the holding of the fourteenth meeting of the Internet Governance Forum, hosted by the Government of Germany in Berlin from 25 to 29 November 2019, under the theme “One World. One Net. One Vision.”; 	[]
E/RES/2020/12	24 July 2020	Assessment Of The Progress Made In The Implementation Of And Follow-Up To The Outcomes Of The World Summit On The Information Society : Resolution / Adopted By The Economic And Social Council	2020	Assessment of the progress made in the implementation 	73. Welcomes the holding of the fifteenth meeting of the Internet Governance Forum, to be hosted by the Government of Poland in Katowice from 2 to 6 November 2020, and notes that, in the preparatory process for the meeting, recommendations contained in the report of the Working Group on Improvements to the Internet Governance Forum are being taken into consideration; 	[]
E/RES/2020/12	24 July 2020	Assessment Of The Progress Made In The Implementation Of And Follow-Up To The Outcomes Of The World Summit On The Information Society : Resolution / Adopted By The Economic And Social Council	2020	Assessment of the progress made in the implementation 	74. Also welcomes, in that context, the continuous progress made with regard to the intersessional work of the Internet Governance Forum in the different modalities of connecting and enabling the next billion online, dynamic coalitions and best practice forums, as well as the contributions being made by both national and regional Internet governance forums;	[]
E/RES/2020/12	24 July 2020	Assessment Of The Progress Made In The Implementation Of And Follow-Up To The Outcomes Of The World Summit On The Information Society : Resolution / Adopted By The Economic And Social Council	2020	Assessment of the progress made in the implementation 	The road ahead	[]
E/RES/2020/12	24 July 2020	Assessment Of The Progress Made In The Implementation Of And Follow-Up To The Outcomes Of The World Summit On The Information Society : Resolution / Adopted By The Economic And Social Council	2020	Assessment of the progress made in the implementation 	75. Calls upon United Nations entities to continue to actively cooperate in the implementation of and follow-up to the outcomes of the World Summit through the United Nations system, to take the necessary steps and commit to a people-centred, inclusive and development-oriented information society and to catalyse the attainment of the internationally agreed development goals, including those contained in the 2030 Agenda;	['information']
E/RES/2020/12	24 July 2020	Assessment Of The Progress Made In The Implementation Of And Follow-Up To The Outcomes Of The World Summit On The Information Society : Resolution / Adopted By The Economic And Social Council	2020	Assessment of the progress made in the implementation 	76. Calls upon all stakeholders to keep the goal of bridging the digital divides, in their different forms, an area of priority concern, to put into effect sound strategies that contribute to the development of e-government and to continue to focus on propoor information and communications technology policies and applications, including access to broadband at the grass-roots level, including through participative models, with a view to narrowing the digital divides among and within countries towards building information and knowledge societies;	['information']
E/RES/2020/12	24 July 2020	Assessment Of The Progress Made In The Implementation Of And Follow-Up To The Outcomes Of The World Summit On The Information Society : Resolution / Adopted By The Economic And Social Council	2020	Assessment of the progress made in the implementation 	77. Urges all stakeholders to prioritize the development of innovative approaches that will stimulate the provision of universal access to affordable broadband infrastructure for developing countries and the use of relevant broadband services in order to ensure the development of an inclusive, development-oriented and people-centred information society, and to minimize the digital divides;	['information']
E/RES/2020/12	24 July 2020	Assessment Of The Progress Made In The Implementation Of And Follow-Up To The Outcomes Of The World Summit On The Information Society : Resolution / Adopted By The Economic And Social Council	2020	Assessment of the progress made in the implementation 	78. Calls upon all stakeholders to promote an enabling policy environment for investment and to foster public-private cooperation and partnership for sustainable investment in information and communications technology infrastructure, applications and services, content and digital skills, with the aim of ensuring the meaningful connectivity needed to advance the Sustainable Development Goals; 	['information']
E/RES/2020/12	24 July 2020	Assessment Of The Progress Made In The Implementation Of And Follow-Up To The Outcomes Of The World Summit On The Information Society : Resolution / Adopted By The Economic And Social Council	2020	Assessment of the progress made in the implementation 	79. Calls upon international and regional organizations to continue to assess and report on a regular basis on the universal accessibility of nations to information and communications technologies, with the aim of creating equitable opportunities for the growth of the information and communications technology sectors of developing countries;	['information']
E/RES/2020/12	24 July 2020	Assessment Of The Progress Made In The Implementation Of And Follow-Up To The Outcomes Of The World Summit On The Information Society : Resolution / Adopted By The Economic And Social Council	2020	Assessment of the progress made in the implementation 	80. Urges all countries to make concrete efforts to fulfil their commitments under the Addis Ababa Action Agenda of the Third International Conference on Financing for Development;[footnoteRef:11] [11: General Assembly resolution 69/313, annex.] 	[]
E/RES/2020/12	24 July 2020	Assessment Of The Progress Made In The Implementation Of And Follow-Up To The Outcomes Of The World Summit On The Information Society : Resolution / Adopted By The Economic And Social Council	2020	Assessment of the progress made in the implementation 	81. Reiterates the importance of information and communications technology indicators in open data format as a monitoring and evaluation tool for measuring the digital divide among countries and within societies and in informing decision makers when formulating policies and strategies for social, cultural and economic development, emphasizes the importance of the standardization and harmonization of reliable and regularly updated indicators, and stresses the value of gender-disaggregated data to contribute to the bridging of the digital gender divide; 	['information', 'standard']
E/RES/2020/12	24 July 2020	Assessment Of The Progress Made In The Implementation Of And Follow-Up To The Outcomes Of The World Summit On The Information Society : Resolution / Adopted By The Economic And Social Council	2020	Assessment of the progress made in the implementation 	82. Acknowledges the importance of digital measurement and monitoring tools that support the deployment and measurement of the Sustainable Development Goals;	[]
E/RES/2020/12	24 July 2020	Assessment Of The Progress Made In The Implementation Of And Follow-Up To The Outcomes Of The World Summit On The Information Society : Resolution / Adopted By The Economic And Social Council	2020	Assessment of the progress made in the implementation 	83. Reiterates the importance of sharing best practices at all levels, and, while recognizing excellence in the implementation of the projects and initiatives that further the goals of the World Summit, encourages all stakeholders to nominate their projects for the annual World Summit prizes as an integral part of the World Summit stocktaking process, while taking note of the report on the World Summit success stories; 	[]
E/RES/2020/12	24 July 2020	Assessment Of The Progress Made In The Implementation Of And Follow-Up To The Outcomes Of The World Summit On The Information Society : Resolution / Adopted By The Economic And Social Council	2020	Assessment of the progress made in the implementation 	84. Calls upon United Nations organizations and other relevant organizations and forums, in accordance with the outcomes of the World Summit, to periodically review the methodologies for information and communications technology indicators, taking into account different levels of development and national circumstances, and therefore: 	['information']
E/RES/2020/12	24 July 2020	Assessment Of The Progress Made In The Implementation Of And Follow-Up To The Outcomes Of The World Summit On The Information Society : Resolution / Adopted By The Economic And Social Council	2020	Assessment of the progress made in the implementation 	(a) Encourages Member States to collect relevant data at the national level on information and communications technologies, to share information about country case studies and to collaborate with other countries in capacity-building exchange programmes;	['information']
E/RES/2020/12	24 July 2020	Assessment Of The Progress Made In The Implementation Of And Follow-Up To The Outcomes Of The World Summit On The Information Society : Resolution / Adopted By The Economic And Social Council	2020	Assessment of the progress made in the implementation 	(b) Encourages United Nations organizations and other relevant organizations and forums to promote assessment of the impact of information and communications technologies on sustainable development;	['information']
E/RES/2020/12	24 July 2020	Assessment Of The Progress Made In The Implementation Of And Follow-Up To The Outcomes Of The World Summit On The Information Society : Resolution / Adopted By The Economic And Social Council	2020	Assessment of the progress made in the implementation 	(c) Notes with appreciation the work of the Partnership on Measuring Information and Communications Technology for Development and the new Measuring Digital Development series, which provides information on recent trends and statistics on access to and the affordability of information and communications technologies and the evolution of the information and knowledge societies worldwide, including the Information and Communications Technology Development Index;	['information']
E/RES/2020/12	24 July 2020	Assessment Of The Progress Made In The Implementation Of And Follow-Up To The Outcomes Of The World Summit On The Information Society : Resolution / Adopted By The Economic And Social Council	2020	Assessment of the progress made in the implementation 	(d) Encourages the Partnership on Measuring Information and Communications Technology for Development to continue the follow-up on the relevant decisions of the Statistical Commission on information and communications technology statistics for the purposes of producing high-quality and timely information and communications technology statistics and of leveraging the potential benefits of using big data for official statistics;	['information']
E/RES/2020/12	24 July 2020	Assessment Of The Progress Made In The Implementation Of And Follow-Up To The Outcomes Of The World Summit On The Information Society : Resolution / Adopted By The Economic And Social Council	2020	Assessment of the progress made in the implementation 	85. Invites the international community to make voluntary contributions to the special trust fund established by the United Nations Conference on Trade and Development to support the review and assessment work of the Commission on Science and Technology for Development regarding follow-up to the World Summit, while acknowledging with appreciation the financial support provided by the Governments of Finland, Switzerland and the United States of America to this fund;	[]
E/RES/2020/12	24 July 2020	Assessment Of The Progress Made In The Implementation Of And Follow-Up To The Outcomes Of The World Summit On The Information Society : Resolution / Adopted By The Economic And Social Council	2020	Assessment of the progress made in the implementation 	86. Recalls the proposal in General Assembly resolution 70/125 that the Assembly hold a high-level meeting on the overall review of the implementation of the outcomes of the World Summit in 2025;	[]
E/RES/2020/12	24 July 2020	Assessment Of The Progress Made In The Implementation Of And Follow-Up To The Outcomes Of The World Summit On The Information Society : Resolution / Adopted By The Economic And Social Council	2020	Assessment of the progress made in the implementation 	87. Takes note with appreciation of the report of the Secretary-General and the related discussion of the Commission on Science and Technology for Development at its twenty-third session;	[]
